complaint_text,category
I was charged the international rate even though I was browsing from India. This is unacceptable service and needs urgent escalation.,Billing Issue
Incompetent support staff unable to comprehend basic product troubleshooting questions. I have already sent multiple emails without response.,Service Issue
The early termination fee on my account exceeds the contractual limit. Please help resolve this immediately.,Billing Issue
Checkout page showed transaction error but bank sent deduction alert immediately.,Payment Issue
The web dashboard does not load data charts and shows an empty canvas.,Technical Issue
The hyperlocal delivery promised in 2 hours took more than 18 hours to arrive. Looking forward to a quick resolution from your side.,Delivery Issue
Package shows delivered but my account shows order pending.,Delivery Issue
Staff at the local service center was unprofessional and refused service.,Service Issue
Barcode scanner freezes the device camera when scanning product codes. Awaiting your prompt reply and action.,Technical Issue
My account has been temporarily locked due to suspicious activity without warning. I expect a prompt resolution from the concerned department.,Account Issue
Barcode scanner freezes the device camera when scanning product codes. Kindly investigate and provide an update today.,Technical Issue
My formal complaint was downgraded to a general inquiry without my consent.,Service Issue
"I tried paying using Google Pay, amount deducted but deduction status is still pending. This is impacting my daily workflow severely.",Payment Issue
Page fails to render correctly on Google Chrome browser with blank white screen. Please take necessary action to fix this.,Technical Issue
The account dashboard is showing another user's personal information. I am extremely disappointed with the handling of this matter.,Account Issue
Support portal rejects ticket creation and displays contact administrator message. This is unacceptable service and needs urgent escalation.,Service Issue
The heavy furniture item was left in the lobby and not assembled as promised.,Delivery Issue
Dark mode toggle breaks the layout and causes overlapping text elements. Kindly investigate and provide an update today.,Technical Issue
Auto-debit triggered on my bank account for an order that was cancelled. Kindly investigate and provide an update today.,Payment Issue
The courier agent delivered my parcel to the wrong address in another street. No one is addressing this despite multiple attempts.,Delivery Issue
Checkout page showed transaction error but bank sent deduction alert immediately. Very frustrating experience with this platform.,Payment Issue
The package arrived severely damaged with broken contents inside the box. Kindly look into this issue at the earliest.,Delivery Issue
Unable to switch between multiple business accounts linked to my master ID.,Account Issue
I haven't received confirmation for the insurance premium transfer I made online.,Payment Issue
The account age verification keeps failing despite submitting valid documents. This is unacceptable service and needs urgent escalation.,Account Issue
My monthly subscription auto-renewed and billed my account without any prior reminder.,Billing Issue
The price listed on the invoice #40149 is higher than the product listing price. Awaiting your prompt reply and action.,Billing Issue
Repeated follow-ups on complaint #95359 have been met with canned automated replies. No one is addressing this despite multiple attempts.,Service Issue
The map navigation feature shows roads that no longer exist.,Technical Issue
Payment failed at the gateway checkout but amount was cut from my savings profile Please take necessary action to fix this.,Payment Issue
Security deposit of Rs 4999 was not reflected as credit in the final bill. Kindly look into this issue at the earliest.,Billing Issue
Account verification email is going to spam folder and verification link is broken.,Account Issue
My employer reimbursement invoice is missing the required company GST number. Please take necessary action to fix this.,Billing Issue
My grievance ticket #35287 was marked as resolved without any solution provided. Kindly look into this issue at the earliest.,Service Issue
Received invoice #19828 with wrong product description and wrong unit price.,Billing Issue
login screen says user account does not exist even though I registered yesterday. Kindly escalate this to senior management.,Account Issue
Two separate bills generated for a single service period causing confusion. Kindly escalate this to senior management.,Billing Issue
Courier delivery executive claimed 'Customer not available' without attempting delivery or calling. I expect a prompt resolution from the concerned department.,Delivery Issue
Net banking transaction timed out during payment verification step.,Payment Issue
Amount Rs 999 is deducted from account but checkout session expired.,Payment Issue
The AWB number for my shipment is not trackable on any courier website. I need an immediate resolution or refund.,Delivery Issue
Profile section crashes whenever I attempt to save updated contact details. I have already sent multiple emails without response.,Account Issue
Poor customer assistance with no resolution provided after weeks of follow-up. Please fix this bug/issue as soon as possible.,Service Issue
App crashes on startup after the latest update was installed. This is impacting my daily workflow severely.,Technical Issue
Delivery agent was rude and refused to deliver the parcel to my doorstep. Please fix this bug/issue as soon as possible.,Delivery Issue
Live agent keeps transferring my call between departments without resolution. I have been facing this problem since yesterday.,Service Issue
Receipt shows wrong currency conversion rate leading to overcharge on my card. I need an immediate resolution or refund.,Billing Issue
The courier broke a fragile electronic item by placing heavy boxes on top. No one is addressing this despite multiple attempts.,Delivery Issue
My cold chain shipment arrived at room temperature and is unsafe to consume.,Delivery Issue
user account session keeps logging me out immediately after successful authentication.,Account Issue
Received the completely wrong product instead of the item I originally ordered. Kindly look into this issue at the earliest.,Delivery Issue
Tampered packaging received with broken seal and missing electronic items. Kindly look into this issue at the earliest.,Delivery Issue
Customer relationship executive promised a resolution within 24 hours but failed. I expect a prompt resolution from the concerned department.,Service Issue
Incompetent support staff unable to comprehend basic product troubleshooting questions. This is unacceptable service and needs urgent escalation.,Service Issue
I received an empty box with packing material and no ordered goods inside. Please take necessary action to fix this.,Delivery Issue
My package was marked as delivered on the tracker but I have not received it. Very frustrating experience with this platform.,Delivery Issue
The complaint escalation matrix shared on website is completely non-functional. Please take necessary action to fix this.,Service Issue
Page fails to render correctly on Google Chrome browser with blank white screen. Kindly look into this issue at the earliest.,Technical Issue
Package #75063 was returned to sender without my consent or any delivery attempt. I need an immediate resolution or refund.,Delivery Issue
The map navigation feature shows roads that no longer exist. Very frustrating experience with this platform.,Technical Issue
API endpoint /api/v1/data is throwing HTTP 502 Bad Gateway intermittently. Urgent attention required for this critical issue.,Technical Issue
Support agent abruptly disconnected the live chat session while I was typing. Kindly escalate this to senior management.,Service Issue
Web page freezes completely when attempting to upload documents. No one is addressing this despite multiple attempts.,Technical Issue
My cold chain shipment arrived at room temperature and is unsafe to consume. Please help resolve this immediately.,Delivery Issue
The chat support bot is useless and loops around without connecting to a human agent. Awaiting your prompt reply and action.,Service Issue
App crashes on startup after the latest update was installed. Kindly escalate this to senior management.,Technical Issue
"I requested a refund 7 days ago for a failed payment, still haven't received my money back.",Payment Issue
Service team failed to fix the same issue after 3 separate visits. This is unacceptable service and needs urgent escalation.,Service Issue
Session expires abruptly within 30 seconds of logging into the portal.,Technical Issue
My order status says out for delivery for the past 48 hours with no courier contact. Awaiting your prompt reply and action.,Delivery Issue
My account was suspended without any reason or violation notice. This has happened multiple times this week.,Account Issue
My account was suspended without any reason or violation notice. I am extremely disappointed with the handling of this matter.,Account Issue
The social media support team takes 5 days to reply to direct messages. Please fix this bug/issue as soon as possible.,Service Issue
My invoice displays an outdated billing address despite updating profile details. This has happened multiple times this week.,Billing Issue
I was billed twice for annual maintenance fee on invoice #13840.,Billing Issue
My parcel shows custom clearance failed but no reason or action step is given. I have already sent multiple emails without response.,Delivery Issue
Re-registration was attempted but system says account already exists with same info. Awaiting your prompt reply and action.,Account Issue
The price listed on the invoice #74517 is higher than the product listing price.,Billing Issue
Package #92840 was returned to sender without my consent or any delivery attempt.,Delivery Issue
Customer support agent closed the live dispute without customer consent. Please help resolve this immediately.,Service Issue
Repeated follow-ups on complaint #97135 have been met with canned automated replies. Urgent attention required for this critical issue.,Service Issue
The delivery slot I selected was ignored and order delivery attempted at wrong time. Please help resolve this immediately.,Delivery Issue
Express shipping paid for next-day delivery took over a week to arrive.,Delivery Issue
My minor child account was auto-upgraded to adult without parental consent. Very frustrating experience with this platform.,Account Issue
Package #46073 was returned to sender without my consent or any shipment attempt. No one is addressing this despite multiple attempts.,Delivery Issue
My parcel tracking ID is showing invalid on the courier tracking website. I am extremely disappointed with the handling of this matter.,Delivery Issue
Amount Rs 499 is deducted from account but checkout session expired. Awaiting your prompt reply and action.,Payment Issue
I changed my registered email but still receiving OTP on the old email address. Urgent attention required for this critical issue.,Account Issue
Data synchronization between mobile app and web portal is failing constantly. This has happened multiple times this week.,Technical Issue
Data export function generates empty CSV files without content. This is impacting my daily workflow severely.,Technical Issue
Customer support is not responding to any of my emails or support tickets. I have already sent multiple emails without response.,Service Issue
Representative spoke in a dismissive tone and refused to log formal complaint. This has happened multiple times this week.,Service Issue
User account permissions were unexpectedly revoked by the system. Kindly investigate and provide an update today.,Account Issue
Delivery partner attempted delivery on a public holiday without prior notice. This is unacceptable service and needs urgent escalation.,Delivery Issue
I was billed for an additional service that I never opted in or subscribed for. I need an immediate resolution or refund.,Billing Issue
payment gateway error: transaction was debited but vendor claims deduction is unreceived. Urgent attention required for this critical issue.,Payment Issue
Customer support is not responding to any of my emails or support tickets. I am extremely disappointed with the handling of this matter.,Service Issue
My payment was deducted but the order was not confirmed. Very frustrating experience with this platform.,Payment Issue
Support portal rejects ticket creation and displays contact administrator message. Please help resolve this immediately.,Service Issue
Duplicate invoice generated for account #46877 resulting in duplicate bank charges. Awaiting your prompt reply and action.,Billing Issue
Duplicate invoice generated for account #50410 resulting in duplicate bank charges. Kindly look into this issue at the earliest.,Billing Issue
The discount applied at sales time is not reflected in the final tax invoice. Kindly investigate and provide an update today.,Billing Issue
Web page freezes completely when attempting to upload documents.,Technical Issue
Duplicate invoice generated for account #52153 resulting in duplicate bank charges.,Billing Issue
Filter dropdown is not functioning and freezes the browser tab. Kindly escalate this to senior management.,Technical Issue
The customer care team keeps asking for the same information repeatedly with no progress. Very frustrating experience with this platform.,Service Issue
Logistics tracking shows delivered with a forged signature that is not mine.,Delivery Issue
CSS layout breaks completely when the browser zoom exceeds 110 percent. I have already sent multiple emails without response.,Technical Issue
Bank shows payment successful but the utility company says dues are still pending. Please take necessary action to fix this.,Payment Issue
Refund for cancelled order #42325 is not credited to my original payment method. No one is addressing this despite multiple attempts.,Payment Issue
Customer care hotline numbers are permanently busy or out of service.,Service Issue
Cannot download my generated PDF report due to server timeout error #69905.,Technical Issue
I was charged an extra convenience fee of Rs 2499 that was not mentioned before. Very frustrating experience with this platform.,Billing Issue
Refund for cancelled order #47601 is not credited to my original payment method. Awaiting your prompt reply and action.,Payment Issue
I received an empty box with packing material and no ordered goods inside. Please fix this bug/issue as soon as possible.,Delivery Issue
Incorrect penalty fee added for data overage that did not actually occur. This is unacceptable service and needs urgent escalation.,Billing Issue
My order has not arrived yet even though the estimated package date was yesterday. No one is addressing this despite multiple attempts.,Delivery Issue
The complaint escalation matrix shared on website is completely non-functional. Kindly look into this issue at the earliest.,Service Issue
All saved addresses in my account have disappeared after the app update. Please fix this bug/issue as soon as possible.,Account Issue
Late payment fee charged even though I paid 5 days before the due date. This has happened multiple times this week.,Billing Issue
My international parcel is stuck in customs for 3 weeks with no update. Looking forward to a quick resolution from your side.,Delivery Issue
My billing cycle date changed without notification causing mid-month deduction. Please take necessary action to fix this.,Billing Issue
Service team failed to fix the same issue after 3 separate visits.,Service Issue
The background location service crashes the app on battery saver mode.,Technical Issue
My account profile data and saved preferences vanished after recent update.,Account Issue
The pro-rated billing amount for partial month is incorrectly calculated.,Billing Issue
log in screen says account does not exist even though I registered yesterday.,Account Issue
Platform fee deducted from my seller payout without prior disclosure. Looking forward to a quick resolution from your side.,Billing Issue
Card deduction gateway timeout caused double charging on the same invoice.,Payment Issue
Estimated delivery date has been rescheduled 4 times without any explanation. Please take necessary action to fix this.,Delivery Issue
Push notifications are not appearing even with all permissions granted.,Technical Issue
Wrong pin code was printed on the label despite correct address in order details.,Delivery Issue
No acknowledgment email or ticket number sent after submitting help form. This has happened multiple times this week.,Service Issue
The application crashes on iOS version 17 when accessing camera permissions. Kindly escalate this to senior management.,Technical Issue
Customer relationship executive promised a resolution within 24 hours but failed. Kindly escalate this to senior management.,Service Issue
The automated IVR system disconnects my call after selecting the correct option.,Service Issue
The loyalty program points deduction issue I raised was dismissed without investigation. I have already sent multiple emails without response.,Service Issue
I was charged an unexplained fee labelled miscellaneous charges on my statement. Looking forward to a quick resolution from your side.,Billing Issue
I made a transfer via Apple Pay and the money was deducted without an order confirmation.,Payment Issue
My parcel shows custom clearance failed but no reason or action step is given. Please help resolve this immediately.,Delivery Issue
File attachment in the support ticket form fails with unknown mime error. Please fix this bug/issue as soon as possible.,Technical Issue
My payment was stuck and I could not reach customer service.,Payment Issue
Cashback and refund amount of Rs 999 not credited back to my account. Very frustrating experience with this platform.,Payment Issue
Re-registration was attempted but system says profile already exists with same info.,Account Issue
File attachment in the support ticket form fails with unknown mime error. I am extremely disappointed with the handling of this matter.,Technical Issue
Courier service returned package citing address untraceable despite clear landmarks. Please fix this bug/issue as soon as possible.,Delivery Issue
The pro-rated billing amount for partial month is incorrectly calculated. Kindly escalate this to senior management.,Billing Issue
I am unable to complete payment because the OTP keeps failing on every attempt. Please fix this bug/issue as soon as possible.,Payment Issue
Recurring credit card charge occurred after I explicitly cancelled the renewal. Very frustrating experience with this platform.,Billing Issue
The oversize item was refused delivery by the apartment security with no resolution.,Delivery Issue
The tax invoice shows CGST and SGST incorrectly calculated for my state.,Billing Issue
My Paytm wallet was debited twice for a single order purchase. Please fix this bug/issue as soon as possible.,Payment Issue
I forgot my account password and cannot access the registered recovery email.,Account Issue
I haven't received confirmation for the insurance premium payment I made online. I have been facing this problem since yesterday.,Payment Issue
Tracking status has been stuck at 'In Transit' for over 10 consecutive days. This has happened multiple times this week.,Delivery Issue
Customer service denied my claim citing a clause not present in my agreement. I expect a prompt resolution from the concerned department.,Service Issue
Phone number used for account verification is no longer accessible to me. Please help resolve this immediately.,Account Issue
Search bar on the web application is broken and returns no results for any query. This is impacting my daily workflow severely.,Technical Issue
Helpdesk ticketing system keeps closing tickets automatically without resolution. Looking forward to a quick resolution from your side.,Service Issue
Parcel was left unattended outside my gate in the rain and got ruined. Awaiting your prompt reply and action.,Delivery Issue
Biometric fingerprint login fails repeatedly and prompts for password reset. This is impacting my daily workflow severely.,Account Issue
The amount Rs 499 was charged to my card but the transaction status shows incomplete. Please fix this bug/issue as soon as possible.,Payment Issue
Two accounts exist for the same PAN number causing conflicts in the system.,Account Issue
order delivery executive demanded extra cash on package amount beyond invoice total. Please fix this bug/issue as soon as possible.,Delivery Issue
The interface suffers from severe memory leaks causing browser tab to crash. Kindly escalate this to senior management.,Technical Issue
Customer care supervisor refused to provide refund confirmation in writing.,Service Issue
I am receiving a persistent JavaScript console error when clicking the submit button. I expect a prompt resolution from the concerned department.,Technical Issue
Cannot unlink old mobile number from my registered user profile. This is impacting my daily workflow severely.,Account Issue
Delivery executive demanded extra cash on delivery amount beyond invoice total.,Delivery Issue
The invoice shows an incorrect total amount that does not match the cart price.,Billing Issue
Cashback and refund amount of Rs 2499 not credited back to my account. Kindly look into this issue at the earliest.,Payment Issue
Image upload fails with error code 413 payload too large for small photos. No one is addressing this despite multiple attempts.,Technical Issue
Customer relationship executive promised a resolution within 24 hours but failed. Awaiting your prompt reply and action.,Service Issue
My billing receipt has incorrect company details and wrong GST number. Please help resolve this immediately.,Billing Issue
I forgot my account password and cannot access the registered recovery email. This is impacting my daily workflow severely.,Account Issue
Two separate bills generated for a single service period causing confusion. Kindly investigate and provide an update today.,Billing Issue
Registered email address has a typo and I cannot verify my new user account.,Account Issue
Receipt shows wrong currency conversion rate leading to overcharge on my card. No one is addressing this despite multiple attempts.,Billing Issue
Order shipment #78389 is lost in transit and logistics support has no update. No one is addressing this despite multiple attempts.,Delivery Issue
NACH mandate deducted EMI from my account but the loan account isn't updated.,Payment Issue
The account shows logged in from multiple devices I don't own. I am extremely disappointed with the handling of this matter.,Account Issue
Support staff denied acknowledging the manufacturing defect in my product.,Service Issue
I made a payment via Apple Pay and the money was deducted without an order confirmation. Awaiting your prompt reply and action.,Payment Issue
Subscription downgrade was requested but I am still being billed the enterprise rate. Kindly look into this issue at the earliest.,Billing Issue
The application keeps crashing whenever I try to open the dashboard.,Technical Issue
Net banking transaction timed out during payment verification step. Very frustrating experience with this platform.,Payment Issue
Unsatisfactory response provided for warranty claim service request #56935. Please take necessary action to fix this.,Service Issue
Promised compensation or callback was never fulfilled by customer relations. I have been facing this problem since yesterday.,Service Issue
Service quality has deteriorated significantly with unhelpful automated responses.,Service Issue
OTP verification code is not being received on my registered mobile number. This is unacceptable service and needs urgent escalation.,Account Issue
Customer relationship executive promised a resolution within 24 hours but failed.,Service Issue
